gmaps_link,name,source,xmax,xmin,ymax,ymin,lon_min,lat_min,lon_max,lat_max
"https://www.google.com/maps/@-3.040707405216168,-44.62147611889852,5000m/data=!3m1!1e3",im_0000000000-0000186368_3_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,8596,8096,3803,3303,-44.64393400100151,-3.063165287319156,-44.59901823679553,-3.0182495231131803
"https://www.google.com/maps/@-2.355292843432973,-43.27175740450894,5000m/data=!3m1!1e3",im_0000000000-0000186368_4_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,966,466,18828,18328,-43.29421528661193,-2.3777507255359613,-43.249299522405956,-2.332834961329985
"https://www.google.com/maps/@-3.868954097174367,-43.38584344559212,5000m/data=!3m1!1e3",im_0000000000-0000186368_5_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,17816,17316,17558,17058,-43.408301327695106,-3.891411979277355,-43.36338556348913,-3.8464962150713786
"https://www.google.com/maps/@-3.172130931282854,-43.840750305470245,5000m/data=!3m1!1e3",im_0000000000-0000186368_6_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,10059,9559,12494,11994,-43.863208187573235,-3.194588813385842,-43.818292423367254,-3.149673049179866
"https://www.google.com/maps/@-3.2535182960240827,-43.223248379166485,5000m/data=!3m1!1e3",im_0000000000-0000186368_7_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,10965,10465,19368,18868,-43.245706261269476,-3.275976178127071,-43.2007904970635,-3.2310604139210946
"https://www.google.com/maps/@-3.125688031093875,-44.8264716667346,5000m/data=!3m1!1e3",im_0000000000-0000186368_8_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,9542,9042,1521,1021,-44.84892954883758,-3.148145913196863,-44.80401378463161,-3.1032301489908867
"https://www.google.com/maps/@-3.683092664890038,-43.32448851168676,5000m/data=!3m1!1e3",im_0000000000-0000186368_9_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,15747,15247,18241,17741,-43.34694639378974,-3.7055505469930257,-43.30203062958377,-3.66063478278705
"https://www.google.com/maps/@-4.070715709987612,-43.48106486570879,5000m/data=!3m1!1e3",im_0000000000-0000186368_10_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,20062,19562,16498,15998,-43.50352274781178,-4.093173592090599,-43.458606983605804,-4.0482578278846235
"https://www.google.com/maps/@-4.143299584944469,-44.712385625651415,5000m/data=!3m1!1e3",im_0000000000-0000186368_11_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,20870,20370,2791,2291,-44.734843507754405,-4.165757467047457,-44.68992774354843,-4.1208417028414805
"https://www.google.com/maps/@-2.5513950699562646,-43.968131412758396,5000m/data=!3m1!1e3",im_0000000000-0000186368_12_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,3149,2649,11076,10576,-43.99058929486138,-2.573852952059253,-43.945673530655405,-2.5289371878532765
"https://www.google.com/maps/@-4.119853556028949,-43.24148417943411,5000m/data=!3m1!1e3",im_0000000000-0000186368_13_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,20609,20109,19165,18665,-43.2639420615371,-4.142311438131937,-43.219026297331126,-4.097395673925961
"https://www.google.com/maps/@-3.667461978946358,-43.42680662254797,5000m/data=!3m1!1e3",im_0000000000-0000186368_14_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,15573,15073,17102,16602,-43.449264504650955,-3.689919861049346,-43.40434874044498,-3.64500409684337
"https://www.google.com/maps/@-2.9947136626692483,-44.46606757474584,5000m/data=!3m1!1e3",im_0000000000-0000186368_15_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,8084,7584,5533,5033,-44.48852545684883,-3.0171715447722365,-44.44360969264286,-2.9722557805662606
"https://www.google.com/maps/@-4.09272443444854,-43.40704368629734,5000m/data=!3m1!1e3",im_0000000000-0000186368_16_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,20307,19807,17322,16822,-43.429501568400326,-4.115182316551528,-43.38458580419435,-4.070266552345552
"https://www.google.com/maps/@-2.770404336224604,-43.45923580430468,5000m/data=!3m1!1e3",im_0000000000-0000186368_17_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,5587,5087,16741,16241,-43.481693686407674,-2.792862218327592,-43.4367779222017,-2.747946454121616
"https://www.google.com/maps/@-3.9354294281992113,-42.881349582030595,5000m/data=!3m1!1e3",im_0000000000-0000186368_18_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,18556,18056,23174,22674,-42.903807464133585,-3.9578873103021994,-42.85889169992761,-3.912971546096223
"https://www.google.com/maps/@-3.4698326164400637,-43.016635863819,5000m/data=!3m1!1e3",im_0000000000-0000186368_19_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,13373,12873,21668,21168,-43.03909374592198,-3.4922904985430514,-42.99417798171601,-3.4473747343370755
"https://www.google.com/maps/@-3.768702111466628,-43.88593556426146,5000m/data=!3m1!1e3",im_0000000000-0000186368_20_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,16700,16200,11991,11491,-43.90839344636444,-3.7911599935696163,-43.86347768215847,-3.74624422936364
"https://www.google.com/maps/@-2.969111677071842,-44.045117032607436,5000m/data=!3m1!1e3",im_0000000000-0000186368_21_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,7799,7299,10219,9719,-44.06757491471043,-2.99156955917483,-44.022659150504445,-2.9466537949688543
"https://www.google.com/maps/@-3.9879808723202035,-43.74975096718894,5000m/data=!3m1!1e3",im_0000000000-0000186368_23_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,19141,18641,13507,13007,-43.77220884929193,-4.010438754423191,-43.72729308508595,-3.9655229902172153
"https://www.google.com/maps/@-4.098473652266905,-43.217768655933355,5000m/data=!3m1!1e3",im_0000000000-0000186368_24_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,20371,19871,19429,18929,-43.240226538036346,-4.120931534369893,-43.19531077383037,-4.076015770163917
"https://www.google.com/maps/@-2.9446775013437914,-43.54376727254033,5000m/data=!3m1!1e3",im_0000000000-0000186368_25_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,7527,7027,15800,15300,-43.56622515464332,-2.967135383446779,-43.521309390437345,-2.922219619240803
"https://www.google.com/maps/@-2.920512820200976,-43.74651703216611,5000m/data=!3m1!1e3",im_0000000000-0000186368_26_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,7258,6758,13543,13043,-43.768974914269094,-2.942970702303964,-43.72405915006312,-2.898054938097988
"https://www.google.com/maps/@-4.324759272336612,-43.80149392755422,5000m/data=!3m1!1e3",im_0000000000-0000186368_27_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,22890,22390,12931,12431,-43.82395180965721,-4.347217154439599,-43.779036045451235,-4.302301390233624
"https://www.google.com/maps/@-3.150930690577633,-43.49471925802741,5000m/data=!3m1!1e3",im_0000000000-0000186368_28_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,9823,9323,16346,15846,-43.51717714013039,-3.1733885726806212,-43.47226137592442,-3.1284728084746454
"https://www.google.com/maps/@-2.6942272001312686,-42.87604952185429,5000m/data=!3m1!1e3",im_0000000000-0000186368_29_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,4739,4239,23233,22733,-42.89850740395728,-2.7166850822342568,-42.8535916397513,-2.6717693180282804
"https://www.google.com/maps/@-3.742830631283986,-44.737987611248826,5000m/data=!3m1!1e3",im_0000000000-0000186368_30_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,16412,15912,2506,2006,-44.76044549335181,-3.765288513386974,-44.715529729145835,-3.720372749180998
"https://www.google.com/maps/@-3.2881932659910964,-43.79242094318462,5000m/data=!3m1!1e3",im_0000000000-0000186368_31_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,11351,10851,13032,12532,-43.8148788252876,-3.3106511480940846,-43.769963061081626,-3.2657353838881082
"https://www.google.com/maps/@-4.223698802873166,-44.44432834487015,5000m/data=!3m1!1e3",im_0000000000-0000186368_32_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,21765,21265,5775,5275,-44.46678622697314,-4.246156684976154,-44.42187046276717,-4.201240920770178
"https://www.google.com/maps/@-3.876320282504147,-43.83158748957223,5000m/data=!3m1!1e3",im_0000000000-0000186368_33_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,17898,17398,12596,12096,-43.85404537167521,-3.898778164607135,-43.80912960746924,-3.853862400401159
"https://www.google.com/maps/@-4.228459873878999,-44.28721300167765,5000m/data=!3m1!1e3",im_0000000000-0000186368_34_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,21818,21318,7524,7024,-44.30967088378063,-4.2509177559819875,-44.26475511957466,-4.206001991776011
"https://www.google.com/maps/@-3.555801389130302,-44.85018719023535,5000m/data=!3m1!1e3",im_0000000000-0000186368_35_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,14330,13830,1257,757,-44.87264507233834,-3.5782592712332897,-44.82772930813236,-3.533343507027314
"https://www.google.com/maps/@-3.307507044599666,-44.39024976476615,5000m/data=!3m1!1e3",im_0000000000-0000186368_36_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,11566,11066,6377,5877,-44.412707646869144,-3.3299649267026536,-44.36779188266317,-3.2850491624966778
"https://www.google.com/maps/@-2.6440113757489874,-43.95672280865008,5000m/data=!3m1!1e3",im_0000000000-0000186368_37_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,4180,3680,11203,10703,-43.97918069075306,-2.6664692578519755,-43.93426492654709,-2.621553493645999
"https://www.google.com/maps/@-3.6695281040998333,-43.44243730849165,5000m/data=!3m1!1e3",im_0000000000-0000186368_39_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,15596,15096,16928,16428,-43.46489519059464,-3.691985986202821,-43.419979426388664,-3.647070221996845
"https://www.google.com/maps/@-2.695844167642684,-43.50136679112989,5000m/data=!3m1!1e3",im_0000000000-0000186368_40_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,4757,4257,16272,15772,-43.52382467323288,-2.718302049745672,-43.4789089090269,-2.6733862855396957
"https://www.google.com/maps/@-3.3201732901057515,-43.2819981987479,5000m/data=!3m1!1e3",im_0000000000-0000186368_41_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,11707,11207,18714,18214,-43.30445608085089,-3.342631172208739,-43.259540316644916,-3.2977154080027633
"https://www.google.com/maps/@-3.8540420634579826,-43.90569850051209,5000m/data=!3m1!1e3",im_0000000000-0000186368_42_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,17650,17150,11771,11271,-43.92815638261507,-3.8764999455609708,-43.8832406184091,-3.8315841813549945
"https://www.google.com/maps/@-2.4702771998002717,-42.99211185656253,5000m/data=!3m1!1e3",im_0000000000-0000186368_43_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,2246,1746,21941,21441,-43.01456973866552,-2.49273508190326,-42.96965397445955,-2.447819317697284
"https://www.google.com/maps/@-3.316939355082921,-43.93669037781421,5000m/data=!3m1!1e3",im_0000000000-0000186368_44_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,11671,11171,11426,10926,-43.9591482599172,-3.339397237185909,-43.914232495711225,-3.2944814729799328
"https://www.google.com/maps/@-4.120751871313068,-44.44055542067685,5000m/data=!3m1!1e3",im_0000000000-0000186368_45_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,20619,20119,5817,5317,-44.463013302779835,-4.143209753416057,-44.41809753857386,-4.098293989210081
"https://www.google.com/maps/@-3.4531239521554404,-43.055892241735016,5000m/data=!3m1!1e3",im_0000000000-0000186368_46_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,13187,12687,21231,20731,-43.07835012383801,-3.4755818342584286,-43.03343435963203,-3.4306660700524523
"https://www.google.com/maps/@-3.6942317744131197,-44.89258767164579,5000m/data=!3m1!1e3",im_0000000000-0000186368_47_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,15871,15371,785,285,-44.91504555374878,-3.716689656516108,-44.87012978954281,-3.671773892310132
"https://www.google.com/maps/@-3.0175308708858846,-43.64653454104361,5000m/data=!3m1!1e3",im_0000000000-0000186368_48_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,8338,7838,14656,14156,-43.66899242314659,-3.0399887529888723,-43.624076658940616,-2.9950729887828964
"https://www.google.com/maps/@-3.6475193796389047,-43.91459182182487,5000m/data=!3m1!1e3",im_0000000000-0000186368_50_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,15351,14851,11672,11172,-43.937049703927855,-3.669977261741893,-43.89213393972188,-3.625061497535917
"https://www.google.com/maps/@-3.0211241320223623,-44.059400245624936,5000m/data=!3m1!1e3",im_0000000000-0000186368_51_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,8378,7878,10060,9560,-44.081858127727926,-3.0435820141253505,-44.03694236352195,-2.9986662499193746
"https://www.google.com/maps/@-2.9886051187372358,-42.95573008755569,5000m/data=!3m1!1e3",im_0000000000-0000186368_52_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,8016,7516,22346,21846,-42.978187969658684,-3.011063000840224,-42.9332722054527,-2.9661472366342476
"https://www.google.com/maps/@-3.792687129552619,-42.90820920902577,5000m/data=!3m1!1e3",im_0000000000-0000186368_53_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,16967,16467,22875,22375,-42.93066709112876,-3.8151450116556074,-42.88575132692278,-3.7702292474496315
"https://www.google.com/maps/@-3.005134119965035,-44.874262039849754,5000m/data=!3m1!1e3",im_0000000000-0000186368_54_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,8200,7700,989,489,-44.896719921952744,-3.027592002068023,-44.85180415774677,-2.982676237862047
"https://www.google.com/maps/@-2.721176658654854,-43.88611522731828,5000m/data=!3m1!1e3",im_0000000000-0000186368_55_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,5039,4539,11989,11489,-43.90857310942127,-2.743634540757842,-43.863657345215294,-2.6987187765518663
"https://www.google.com/maps/@-2.335260412597108,-43.27265571979306,5000m/data=!3m1!1e3",im_0000000000-0000186368_56_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,743,243,18818,18318,-43.29511360189605,-2.357718294700096,-43.250197837690074,-2.3128025304941198
"https://www.google.com/maps/@-3.7115692593966267,-43.7712207024794,5000m/data=!3m1!1e3",im_0000000000-0000186368_57_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,16064,15564,13268,12768,-43.79367858458238,-3.734027141499615,-43.748762820376406,-3.6891113772936386
"https://www.google.com/maps/@-2.349723288671432,-43.922317333268296,5000m/data=!3m1!1e3",im_0000000000-0000186368_58_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,904,404,11586,11086,-43.94477521537129,-2.3721811707744203,-43.89985945116531,-2.327265406568444
"https://www.google.com/maps/@-3.534511316896669,-43.42941173687192,5000m/data=!3m1!1e3",im_0000000000-0000186368_59_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,14093,13593,17073,16573,-43.451869618974904,-3.5569691989996572,-43.40695385476893,-3.512053434793681
"https://www.google.com/maps/@-3.8849441092316943,-44.259455059398356,5000m/data=!3m1!1e3",im_0000000000-0000186368_60_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,17994,17494,7833,7333,-44.28191294150134,-3.9074019913346825,-44.236997177295365,-3.8624862271287066
"https://www.google.com/maps/@-3.140600064810259,-44.37587672022025,5000m/data=!3m1!1e3",im_0000000000-0000186368_62_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,9708,9208,6537,6037,-44.39833460232323,-3.1630579469132467,-44.35341883811726,-3.118142182707271
"https://www.google.com/maps/@-3.85574886249781,-44.28622485486512,5000m/data=!3m1!1e3",im_0000000000-0000186368_63_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,17669,17169,7535,7035,-44.3086827369681,-3.878206744600798,-44.26376697276213,-3.833290980394822
"https://www.google.com/maps/@-3.872098200668785,-42.9978610743809,5000m/data=!3m1!1e3",im_0000000000-0000186368_64_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,17851,17351,21877,21377,-43.020318956483884,-3.894556082771773,-42.97540319227791,-3.8496403185657972
"https://www.google.com/maps/@-3.788195553132022,-44.63773562554108,5000m/data=!3m1!1e3",im_0000000000-0000186368_65_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,16917,16417,3622,3122,-44.660193507644074,-3.81065343523501,-44.6152777434381,-3.765737671029034
"https://www.google.com/maps/@-3.2033024716418015,-44.04421871732332,5000m/data=!3m1!1e3",im_0000000000-0000186368_66_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,10406,9906,10229,9729,-44.0666765994263,-3.2257603537447896,-44.02176083522033,-3.1808445895388133
"https://www.google.com/maps/@-2.879190317131478,-43.880366009499916,5000m/data=!3m1!1e3",im_0000000000-0000186368_67_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,6798,6298,12053,11553,-43.90282389160291,-2.901648199234466,-43.857908127396925,-2.85673243502849
"https://www.google.com/maps/@-3.5889492231143123,-44.712655120236654,5000m/data=!3m1!1e3",im_0000000000-0000186368_68_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,14699,14199,2788,2288,-44.73511300233964,-3.6114071052173,-44.69019723813366,-3.566491341011324
"https://www.google.com/maps/@-4.242832918424911,-44.450436888802166,5000m/data=!3m1!1e3",im_0000000000-0000186368_69_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,21978,21478,5707,5207,-44.47289477090515,-4.2652908005279,-44.427979006699175,-4.220375036321924
"https://www.google.com/maps/@-2.784058728543221,-44.55832455442492,5000m/data=!3m1!1e3",im_0000000000-0000186368_70_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,5739,5239,4506,4006,-44.580782436527905,-2.806516610646209,-44.53586667232193,-2.7616008464402326
"https://www.google.com/maps/@-4.274543447954331,-43.247592723366125,5000m/data=!3m1!1e3",im_0000000000-0000186368_71_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,22331,21831,19097,18597,-43.270050605469116,-4.297001330057318,-43.225134841263134,-4.252085565851343
"https://www.google.com/maps/@-3.2669930252858754,-44.49014242436025,5000m/data=!3m1!1e3",im_0000000000-0000186368_72_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,11115,10615,5265,4765,-44.512600306463234,-3.2894509073888636,-44.46768454225726,-3.2445351431828877
"https://www.google.com/maps/@-3.5394520509593264,-43.52930439646601,5000m/data=!3m1!1e3",im_0000000000-0000186368_73_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,14148,13648,15961,15461,-43.551762278568994,-3.5619099330623145,-43.50684651436302,-3.516994168856338
"https://www.google.com/maps/@-2.7641161292357674,-43.077631471610715,5000m/data=!3m1!1e3",im_0000000000-0000186368_74_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,5517,5017,20989,20489,-43.1000893537137,-2.7865740113387556,-43.055173589507724,-2.7416582471327793
"https://www.google.com/maps/@-3.978189235723301,-44.62902196728513,5000m/data=!3m1!1e3",im_0000000000-0000186368_75_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,19032,18532,3719,3219,-44.65147984938811,-4.000647117826289,-44.606564085182136,-3.9557313536203127
"https://www.google.com/maps/@-4.233849765583717,-43.13224904088518,5000m/data=!3m1!1e3",im_0000000000-0000186368_76_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,21878,21378,20381,19881,-43.15470692298817,-4.256307647686705,-43.109791158782194,-4.2113918834807285
"https://www.google.com/maps/@-2.882783578267956,-44.782993206983214,5000m/data=!3m1!1e3",im_0000000000-0000186368_78_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000186368.tif,6838,6338,2005,1505,-44.8054510890862,-2.905241460370944,-44.76053532488022,-2.860325696164968
"https://www.google.com/maps/@-3.4338101735468705,-41.75683850936978,5000m/data=!3m1!1e3",im_0000000000-0000209664_0_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,12972,12472,12396,11896,-41.77929639147277,-3.4562680556498586,-41.734380627266795,-3.4113522914438823
"https://www.google.com/maps/@-4.1330587907055065,-42.63116877540331,5000m/data=!3m1!1e3",im_0000000000-0000209664_1_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,20756,20256,2663,2163,-42.6536266575063,-4.155516672808494,-42.60871089330033,-4.110600908602518
"https://www.google.com/maps/@-2.9046126396720604,-42.76780253011789,5000m/data=!3m1!1e3",im_0000000000-0000209664_2_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,7081,6581,1142,642,-42.79026041222088,-2.9270705217750486,-42.7453446480149,-2.8821547575690722
"https://www.google.com/maps/@-3.5457402579481627,-41.774175994353286,5000m/data=!3m1!1e3",im_0000000000-0000209664_3_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,14218,13718,12203,11703,-41.796633876456276,-3.568198140051151,-41.7517181122503,-3.523282375845175
"https://www.google.com/maps/@-2.8604155276933803,-41.521929062572525,5000m/data=!3m1!1e3",im_0000000000-0000209664_5_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,6589,6089,15011,14511,-41.544386944675516,-2.882873409796368,-41.49947118046954,-2.837957645590392
"https://www.google.com/maps/@-3.1013436868942357,-42.03855018246966,5000m/data=!3m1!1e3",im_0000000000-0000209664_6_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,9271,8771,9260,8760,-42.061008064572654,-3.123801568997224,-42.01609230036667,-3.0788858047912475
"https://www.google.com/maps/@-2.9383892943549546,-41.862839712895884,5000m/data=!3m1!1e3",im_0000000000-0000209664_7_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,7457,6957,11216,10716,-41.885297594998875,-2.9608471764579427,-41.84038183079289,-2.9159314122519664
"https://www.google.com/maps/@-3.0867909792914996,-42.66431660938732,5000m/data=!3m1!1e3",im_0000000000-0000209664_8_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,9109,8609,2294,1794,-42.68677449149031,-3.1092488613944873,-42.64185872728434,-3.0643330971885114
"https://www.google.com/maps/@-3.237797778551991,-42.586253011197336,5000m/data=!3m1!1e3",im_0000000000-0000209664_9_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,10790,10290,3163,2663,-42.60871089330033,-3.260255660654979,-42.563795129094345,-3.215339896449003
"https://www.google.com/maps/@-4.248492304714865,-42.807957223318034,5000m/data=!3m1!1e3",im_0000000000-0000209664_10_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,22041,21541,695,195,-42.83041510542102,-4.270950186817853,-42.78549934121504,-4.2260344226118765
"https://www.google.com/maps/@-3.7192947708400546,-42.749117572208206,5000m/data=!3m1!1e3",im_0000000000-0000209664_11_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,16150,15650,1350,850,-42.77157545431119,-3.7417526529430427,-42.726659690105215,-3.6968368887370664
"https://www.google.com/maps/@-2.8508933856817134,-41.77516414116582,5000m/data=!3m1!1e3",im_0000000000-0000209664_12_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,6483,5983,12192,11692,-41.79762202326881,-2.873351267784701,-41.75270625906283,-2.828435503578725
"https://www.google.com/maps/@-3.8502691392646806,-42.6393434444888,5000m/data=!3m1!1e3",im_0000000000-0000209664_13_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,17608,17108,2572,2072,-42.661801326591785,-3.8727270213676688,-42.61688556238581,-3.8278112571616925
"https://www.google.com/maps/@-2.517259089159723,-42.44836161508499,5000m/data=!3m1!1e3",im_0000000000-0000209664_15_ndwi,s2_4bands_2017_CplusMG_int16_0000000000-0000209664.tif,2769,2269,4698,4198,-42.470819497187975,-2.539716971262711,-42.425903732982,-2.4948012070567347
